GeneID,KEGG,KEGG_Description
Ghir_A12G001220,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G001230,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G001840,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G003600,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G003730,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G003740,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G003770,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G003890,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G005290,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G009080,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G009670,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G015610,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G025050,ko05170,Human immunodeficiency virus 1 infection
Ghir_A12G028470,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G001920,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G003230,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G011360,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G011370,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G011760,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G012200,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G013600,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G014880,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G018770,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G018780,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G020830,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G021940,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G023430,ko05170,Human immunodeficiency virus 1 infection
Ghir_A13G023830,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G000250,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G001030,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G002710,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G003190,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G003780,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G008800,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G009500,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G014560,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G017450,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G017610,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G017700,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G022850,ko05170,Human immunodeficiency virus 1 infection
Ghir_D01G022860,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G001380,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G001970,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G001980,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G003070,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G003100,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G005250,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G010120,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G014530,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G016620,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G016950,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G017050,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G019990,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G022720,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G023700,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G024810,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G024860,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G024870,ko05170,Human immunodeficiency virus 1 infection
Ghir_D02G025200,ko05170,Human immunodeficiency virus 1 infection
Ghir_D03G000710,ko05170,Human immunodeficiency virus 1 infection
Ghir_D03G000790,ko05170,Human immunodeficiency virus 1 infection
Ghir_D03G002480,ko05170,Human immunodeficiency virus 1 infection
Ghir_D03G006360,ko05170,Human immunodeficiency virus 1 infection
Ghir_D03G009940,ko05170,Human immunodeficiency virus 1 infection
Ghir_D03G014170,ko05170,Human immunodeficiency virus 1 infection
Ghir_D03G016340,ko05170,Human immunodeficiency virus 1 infection
Ghir_D03G016630,ko05170,Human immunodeficiency virus 1 infection
Ghir_D03G018240,ko05170,Human immunodeficiency virus 1 infection
Ghir_D04G002770,ko05170,Human immunodeficiency virus 1 infection
Ghir_D04G004000,ko05170,Human immunodeficiency virus 1 infection
Ghir_D04G005080,ko05170,Human immunodeficiency virus 1 infection
Ghir_D04G005120,ko05170,Human immunodeficiency virus 1 infection
Ghir_D04G006620,ko05170,Human immunodeficiency virus 1 infection
Ghir_D04G009250,ko05170,Human immunodeficiency virus 1 infection
Ghir_D04G009260,ko05170,Human immunodeficiency virus 1 infection
Ghir_D04G016310,ko05170,Human immunodeficiency virus 1 infection
Ghir_D04G019300,ko05170,Human immunodeficiency virus 1 infection
Ghir_D04G020760,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G002680,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G003660,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G004600,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G007930,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G009950,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G011610,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G017190,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G018900,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G025750,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G026020,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G028310,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G037680,ko05170,Human immunodeficiency virus 1 infection
Ghir_D05G038890,ko05170,Human immunodeficiency virus 1 infection
Ghir_D06G000030,ko05170,Human immunodeficiency virus 1 infection
Ghir_D06G006850,ko05170,Human immunodeficiency virus 1 infection
Ghir_D06G009630,ko05170,Human immunodeficiency virus 1 infection
Ghir_D06G013420,ko05170,Human immunodeficiency virus 1 infection
Ghir_D06G014600,ko05170,Human immunodeficiency virus 1 infection
Ghir_D06G015620,ko05170,Human immunodeficiency virus 1 infection
Ghir_D06G020600,ko05170,Human immunodeficiency virus 1 infection
Ghir_D06G022160,ko05170,Human immunodeficiency virus 1 infection
Ghir_D06G022620,ko05170,Human immunodeficiency virus 1 infection
Ghir_D07G001000,ko05170,Human immunodeficiency virus 1 infection
Ghir_D07G001610,ko05170,Human immunodeficiency virus 1 infection
Ghir_D07G006790,ko05170,Human immunodeficiency virus 1 infection
Ghir_D07G012360,ko05170,Human immunodeficiency virus 1 infection
Ghir_D07G016140,ko05170,Human immunodeficiency virus 1 infection
Ghir_D07G018590,ko05170,Human immunodeficiency virus 1 infection
Ghir_D07G019200,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G001220,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G004130,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G004140,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G006320,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G006960,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G007990,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G013170,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G015670,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G017930,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G019790,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G020150,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G025260,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G025730,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G026730,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G026760,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G027640,ko05170,Human immunodeficiency virus 1 infection
Ghir_D08G027880,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G000670,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G001410,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G004540,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G005270,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G006690,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G009150,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G010740,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G017500,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G018450,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G019320,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G019590,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G020050,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G023580,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G023990,ko05170,Human immunodeficiency virus 1 infection
Ghir_D09G025630,ko05170,Human immunodeficiency virus 1 infection
Ghir_D10G002720,ko05170,Human immunodeficiency virus 1 infection
Ghir_D10G003390,ko05170,Human immunodeficiency virus 1 infection
Ghir_D10G004710,ko05170,Human immunodeficiency virus 1 infection
Ghir_D10G006970,ko05170,Human immunodeficiency virus 1 infection
Ghir_D10G009250,ko05170,Human immunodeficiency virus 1 infection
Ghir_D10G010060,ko05170,Human immunodeficiency virus 1 infection
Ghir_D10G011970,ko05170,Human immunodeficiency virus 1 infection
Ghir_D10G018080,ko05170,Human immunodeficiency virus 1 infection
Ghir_D10G019190,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G001490,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G002930,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G004940,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G004960,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G007360,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G007600,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G009450,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G011250,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G012340,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G012420,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G013320,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G013890,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G016830,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G018420,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G020010,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G021010,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G022210,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G024620,ko05170,Human immunodeficiency virus 1 infection
Ghir_D11G029710,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G000960,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G001230,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G001850,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G003410,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G003530,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G003570,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G003590,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G003720,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G005250,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G008140,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G009270,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G015880,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G025050,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G028640,ko05170,Human immunodeficiency virus 1 infection
Ghir_D12G029060,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G002180,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G003500,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G008860,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G011950,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G011960,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G012330,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G014310,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G015560,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G019420,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G019430,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G021650,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G022690,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G024070,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G024580,ko05170,Human immunodeficiency virus 1 infection
Ghir_D13G024870,ko05170,Human immunodeficiency virus 1 infection
Ghir_Scaffold1124G000020,ko05170,Human immunodeficiency virus 1 infection
Ghir_Scaffold2053G000010,ko05170,Human immunodeficiency virus 1 infection
Ghir_A01G000240,ko05200,Pathways in cancer
Ghir_A01G000860,ko05200,Pathways in cancer
Ghir_A01G000870,ko05200,Pathways in cancer
Ghir_A01G001070,ko05200,Pathways in cancer
Ghir_A01G001410,ko05200,Pathways in cancer
Ghir_A01G002750,ko05200,Pathways in cancer
Ghir_A01G008350,ko05200,Pathways in cancer
Ghir_A01G008500,ko05200,Pathways in cancer
Ghir_A01G009110,ko05200,Pathways in cancer
Ghir_A01G009190,ko05200,Pathways in cancer
Ghir_A01G009870,ko05200,Pathways in cancer
Ghir_A01G011870,ko05200,Pathways in cancer
Ghir_A01G012770,ko05200,Pathways in cancer
Ghir_A01G014380,ko05200,Pathways in cancer
Ghir_A01G016070,ko05200,Pathways in cancer
Ghir_A01G016160,ko05200,Pathways in cancer
Ghir_A01G017820,ko05200,Pathways in cancer
Ghir_A01G021050,ko05200,Pathways in cancer
Ghir_A01G021060,ko05200,Pathways in cancer
Ghir_A01G021640,ko05200,Pathways in cancer
Ghir_A02G002700,ko05200,Pathways in cancer
Ghir_A02G002770,ko05200,Pathways in cancer
Ghir_A02G002840,ko05200,Pathways in cancer
Ghir_A02G002850,ko05200,Pathways in cancer
Ghir_A02G002860,ko05200,Pathways in cancer
Ghir_A02G002870,ko05200,Pathways in cancer
Ghir_A02G002880,ko05200,Pathways in cancer
Ghir_A02G002890,ko05200,Pathways in cancer
Ghir_A02G004950,ko05200,Pathways in cancer
Ghir_A02G007190,ko05200,Pathways in cancer
Ghir_A02G009580,ko05200,Pathways in cancer
Ghir_A02G012150,ko05200,Pathways in cancer
Ghir_A02G012820,ko05200,Pathways in cancer
Ghir_A02G018870,ko05200,Pathways in cancer
Ghir_A03G002790,ko05200,Pathways in cancer
Ghir_A03G002800,ko05200,Pathways in cancer
Ghir_A03G005490,ko05200,Pathways in cancer
Ghir_A03G005510,ko05200,Pathways in cancer
Ghir_A03G005530,ko05200,Pathways in cancer
Ghir_A03G005540,ko05200,Pathways in cancer
Ghir_A03G007210,ko05200,Pathways in cancer
Ghir_A03G008830,ko05200,Pathways in cancer
Ghir_A03G012060,ko05200,Pathways in cancer
Ghir_A03G018610,ko05200,Pathways in cancer
Ghir_A03G020040,ko05200,Pathways in cancer
Ghir_A03G020510,ko05200,Pathways in cancer
Ghir_A03G021240,ko05200,Pathways in cancer
Ghir_A03G023410,ko05200,Pathways in cancer
Ghir_A04G004970,ko05200,Pathways in cancer
Ghir_A04G004990,ko05200,Pathways in cancer
Ghir_A04G005000,ko05200,Pathways in cancer
Ghir_A04G009360,ko05200,Pathways in cancer
Ghir_A04G010350,ko05200,Pathways in cancer
Ghir_A04G010500,ko05200,Pathways in cancer
Ghir_A04G010520,ko05200,Pathways in cancer
Ghir_A04G014610,ko05200,Pathways in cancer
Ghir_A04G015940,ko05200,Pathways in cancer
Ghir_A05G002540,ko05200,Pathways in cancer
Ghir_A05G003550,ko05200,Pathways in cancer
Ghir_A05G003820,ko05200,Pathways in cancer
Ghir_A05G007880,ko05200,Pathways in cancer
Ghir_A05G008800,ko05200,Pathways in cancer
Ghir_A05G010220,ko05200,Pathways in cancer
Ghir_A05G012040,ko05200,Pathways in cancer
Ghir_A05G018890,ko05200,Pathways in cancer
Ghir_A05G018960,ko05200,Pathways in cancer
Ghir_A05G024590,ko05200,Pathways in cancer
Ghir_A05G025730,ko05200,Pathways in cancer
Ghir_A05G026000,ko05200,Pathways in cancer
Ghir_A05G028300,ko05200,Pathways in cancer
Ghir_A05G031480,ko05200,Pathways in cancer
Ghir_A05G037950,ko05200,Pathways in cancer
Ghir_A05G039110,ko05200,Pathways in cancer
Ghir_A05G040910,ko05200,Pathways in cancer
Ghir_A06G000180,ko05200,Pathways in cancer
Ghir_A06G000220,ko05200,Pathways in cancer
Ghir_A06G000260,ko05200,Pathways in cancer
Ghir_A06G006420,ko05200,Pathways in cancer
Ghir_A06G006740,ko05200,Pathways in cancer
Ghir_A06G008190,ko05200,Pathways in cancer
Ghir_A06G008940,ko05200,Pathways in cancer
Ghir_A06G012470,ko05200,Pathways in cancer
Ghir_A06G014530,ko05200,Pathways in cancer
Ghir_A06G019450,ko05200,Pathways in cancer
Ghir_A06G019680,ko05200,Pathways in cancer
Ghir_A06G020840,ko05200,Pathways in cancer
Ghir_A06G020860,ko05200,Pathways in cancer
Ghir_A06G020870,ko05200,Pathways in cancer
Ghir_A06G021550,ko05200,Pathways in cancer
Ghir_A07G000050,ko05200,Pathways in cancer
Ghir_A07G000970,ko05200,Pathways in cancer
Ghir_A07G001590,ko05200,Pathways in cancer
Ghir_A07G008080,ko05200,Pathways in cancer
Ghir_A07G011250,ko05200,Pathways in cancer
Ghir_A07G011950,ko05200,Pathways in cancer
Ghir_A07G011960,ko05200,Pathways in cancer
Ghir_A07G012230,ko05200,Pathways in cancer
Ghir_A07G013400,ko05200,Pathways in cancer
Ghir_A07G013630,ko05200,Pathways in cancer
Ghir_A07G018850,ko05200,Pathways in cancer
Ghir_A07G020520,ko05200,Pathways in cancer
Ghir_A07G021890,ko05200,Pathways in cancer
Ghir_A08G001210,ko05200,Pathways in cancer
Ghir_A08G002940,ko05200,Pathways in cancer
Ghir_A08G003090,ko05200,Pathways in cancer
Ghir_A08G003100,ko05200,Pathways in cancer
Ghir_A08G004020,ko05200,Pathways in cancer
Ghir_A08G004180,ko05200,Pathways in cancer
Ghir_A08G004580,ko05200,Pathways in cancer
Ghir_A08G006150,ko05200,Pathways in cancer
Ghir_A08G006870,ko05200,Pathways in cancer
Ghir_A08G007940,ko05200,Pathways in cancer
Ghir_A08G012510,ko05200,Pathways in cancer
Ghir_A08G012540,ko05200,Pathways in cancer
Ghir_A08G012550,ko05200,Pathways in cancer
Ghir_A08G013960,ko05200,Pathways in cancer
Ghir_A08G014860,ko05200,Pathways in cancer
Ghir_A08G017200,ko05200,Pathways in cancer
Ghir_A08G018990,ko05200,Pathways in cancer
Ghir_A08G019000,ko05200,Pathways in cancer
Ghir_A08G024380,ko05200,Pathways in cancer
Ghir_A08G024840,ko05200,Pathways in cancer
Ghir_A08G025880,ko05200,Pathways in cancer
Ghir_A08G026410,ko05200,Pathways in cancer
Ghir_A09G000700,ko05200,Pathways in cancer
Ghir_A09G001460,ko05200,Pathways in cancer
Ghir_A09G005350,ko05200,Pathways in cancer
Ghir_A09G006180,ko05200,Pathways in cancer
Ghir_A09G006980,ko05200,Pathways in cancer
Ghir_A09G010210,ko05200,Pathways in cancer
Ghir_A09G010610,ko05200,Pathways in cancer
Ghir_A09G011180,ko05200,Pathways in cancer
Ghir_A09G016920,ko05200,Pathways in cancer
Ghir_A09G016990,ko05200,Pathways in cancer
Ghir_A09G017000,ko05200,Pathways in cancer
Ghir_A09G017010,ko05200,Pathways in cancer
Ghir_A09G024820,ko05200,Pathways in cancer
Ghir_A10G002610,ko05200,Pathways in cancer
Ghir_A10G008940,ko05200,Pathways in cancer
Ghir_A10G015370,ko05200,Pathways in cancer
Ghir_A10G015580,ko05200,Pathways in cancer
Ghir_A10G016620,ko05200,Pathways in cancer
Ghir_A10G017720,ko05200,Pathways in cancer
Ghir_A10G018670,ko05200,Pathways in cancer
Ghir_A10G019170,ko05200,Pathways in cancer
Ghir_A11G002250,ko05200,Pathways in cancer
Ghir_A11G002260,ko05200,Pathways in cancer
Ghir_A11G005330,ko05200,Pathways in cancer
Ghir_A11G007670,ko05200,Pathways in cancer
Ghir_A11G007790,ko05200,Pathways in cancer
Ghir_A11G012450,ko05200,Pathways in cancer
Ghir_A11G013330,ko05200,Pathways in cancer
Ghir_A11G014350,ko05200,Pathways in cancer
Ghir_A11G016690,ko05200,Pathways in cancer
Ghir_A11G018320,ko05200,Pathways in cancer
Ghir_A11G020790,ko05200,Pathways in cancer
Ghir_A11G020840,ko05200,Pathways in cancer
Ghir_A11G021320,ko05200,Pathways in cancer
Ghir_A11G024110,ko05200,Pathways in cancer
Ghir_A11G029780,ko05200,Pathways in cancer
Ghir_A11G033010,ko05200,Pathways in cancer
Ghir_A11G035860,ko05200,Pathways in cancer
Ghir_A12G000950,ko05200,Pathways in cancer
Ghir_A12G001000,ko05200,Pathways in cancer
Ghir_A12G001840,ko05200,Pathways in cancer
Ghir_A12G002220,ko05200,Pathways in cancer
Ghir_A12G003730,ko05200,Pathways in cancer
Ghir_A12G003740,ko05200,Pathways in cancer
Ghir_A12G003770,ko05200,Pathways in cancer
Ghir_A12G004500,ko05200,Pathways in cancer
Ghir_A12G009670,ko05200,Pathways in cancer
Ghir_A12G013150,ko05200,Pathways in cancer
Ghir_A12G024100,ko05200,Pathways in cancer
Ghir_A12G026820,ko05200,Pathways in cancer
Ghir_A12G027150,ko05200,Pathways in cancer
Ghir_A12G028470,ko05200,Pathways in cancer
Ghir_A13G001110,ko05200,Pathways in cancer
Ghir_A13G002040,ko05200,Pathways in cancer
Ghir_A13G003230,ko05200,Pathways in cancer
Ghir_A13G009250,ko05200,Pathways in cancer
Ghir_A13G009660,ko05200,Pathways in cancer
Ghir_A13G011370,ko05200,Pathways in cancer
Ghir_A13G012200,ko05200,Pathways in cancer
Ghir_A13G012520,ko05200,Pathways in cancer
Ghir_A13G013590,ko05200,Pathways in cancer
Ghir_A13G016020,ko05200,Pathways in cancer
Ghir_A13G016030,ko05200,Pathways in cancer
Ghir_A13G016220,ko05200,Pathways in cancer
Ghir_A13G020830,ko05200,Pathways in cancer
Ghir_A13G023430,ko05200,Pathways in cancer
Ghir_A13G023720,ko05200,Pathways in cancer
Ghir_A13G023830,ko05200,Pathways in cancer
Ghir_D01G000250,ko05200,Pathways in cancer
Ghir_D01G000820,ko05200,Pathways in cancer
Ghir_D01G001030,ko05200,Pathways in cancer
Ghir_D01G001410,ko05200,Pathways in cancer
Ghir_D01G002710,ko05200,Pathways in cancer
Ghir_D01G008810,ko05200,Pathways in cancer
Ghir_D01G009500,ko05200,Pathways in cancer
Ghir_D01G009580,ko05200,Pathways in cancer
Ghir_D01G010630,ko05200,Pathways in cancer
Ghir_D01G013800,ko05200,Pathways in cancer
Ghir_D01G015180,ko05200,Pathways in cancer
Ghir_D01G017610,ko05200,Pathways in cancer
Ghir_D01G017700,ko05200,Pathways in cancer
Ghir_D01G019350,ko05200,Pathways in cancer
Ghir_D01G022620,ko05200,Pathways in cancer
Ghir_D02G003100,ko05200,Pathways in cancer
Ghir_D02G003170,ko05200,Pathways in cancer
Ghir_D02G003220,ko05200,Pathways in cancer
Ghir_D02G003230,ko05200,Pathways in cancer
Ghir_D02G003240,ko05200,Pathways in cancer
Ghir_D02G003250,ko05200,Pathways in cancer
Ghir_D02G003260,ko05200,Pathways in cancer
Ghir_D02G003270,ko05200,Pathways in cancer
Ghir_D02G005250,ko05200,Pathways in cancer
Ghir_D02G007610,ko05200,Pathways in cancer
Ghir_D02G010120,ko05200,Pathways in cancer
Ghir_D02G013530,ko05200,Pathways in cancer
Ghir_D02G019970,ko05200,Pathways in cancer
Ghir_D02G021440,ko05200,Pathways in cancer
Ghir_D02G021950,ko05200,Pathways in cancer
Ghir_D02G022720,ko05200,Pathways in cancer
Ghir_D02G024810,ko05200,Pathways in cancer
Ghir_D03G000710,ko05200,Pathways in cancer
Ghir_D03G000790,ko05200,Pathways in cancer
Ghir_D03G006610,ko05200,Pathways in cancer
Ghir_D03G009940,ko05200,Pathways in cancer
Ghir_D03G011510,ko05200,Pathways in cancer
Ghir_D03G013310,ko05200,Pathways in cancer
Ghir_D03G013340,ko05200,Pathways in cancer
Ghir_D03G016230,ko05200,Pathways in cancer
Ghir_D04G002050,ko05200,Pathways in cancer
Ghir_D04G004000,ko05200,Pathways in cancer
Ghir_D04G005080,ko05200,Pathways in cancer
Ghir_D04G005120,ko05200,Pathways in cancer
Ghir_D04G009280,ko05200,Pathways in cancer
Ghir_D04G013590,ko05200,Pathways in cancer
Ghir_D04G014570,ko05200,Pathways in cancer
Ghir_D04G014740,ko05200,Pathways in cancer
Ghir_D04G014760,ko05200,Pathways in cancer
Ghir_D04G019300,ko05200,Pathways in cancer
Ghir_D04G020760,ko05200,Pathways in cancer
Ghir_D05G002680,ko05200,Pathways in cancer
Ghir_D05G003660,ko05200,Pathways in cancer
Ghir_D05G003930,ko05200,Pathways in cancer
Ghir_D05G007930,ko05200,Pathways in cancer
Ghir_D05G008830,ko05200,Pathways in cancer
Ghir_D05G009950,ko05200,Pathways in cancer
Ghir_D05G011790,ko05200,Pathways in cancer
Ghir_D05G018900,ko05200,Pathways in cancer
Ghir_D05G024400,ko05200,Pathways in cancer
Ghir_D05G025750,ko05200,Pathways in cancer
Ghir_D05G026020,ko05200,Pathways in cancer
Ghir_D05G028310,ko05200,Pathways in cancer
Ghir_D05G034240,ko05200,Pathways in cancer
Ghir_D06G000030,ko05200,Pathways in cancer
Ghir_D06G000070,ko05200,Pathways in cancer
Ghir_D06G006500,ko05200,Pathways in cancer
Ghir_D06G006850,ko05200,Pathways in cancer
Ghir_D06G008960,ko05200,Pathways in cancer
Ghir_D06G008980,ko05200,Pathways in cancer
Ghir_D06G011850,ko05200,Pathways in cancer
Ghir_D06G012760,ko05200,Pathways in cancer
Ghir_D06G014600,ko05200,Pathways in cancer
Ghir_D06G016230,ko05200,Pathways in cancer
Ghir_D06G020600,ko05200,Pathways in cancer
Ghir_D06G020800,ko05200,Pathways in cancer
Ghir_D06G021940,ko05200,Pathways in cancer
Ghir_D06G022620,ko05200,Pathways in cancer
Ghir_D07G000070,ko05200,Pathways in cancer
Ghir_D07G001000,ko05200,Pathways in cancer
Ghir_D07G001610,ko05200,Pathways in cancer
Ghir_D07G008160,ko05200,Pathways in cancer
Ghir_D07G011300,ko05200,Pathways in cancer
Ghir_D07G011980,ko05200,Pathways in cancer
Ghir_D07G011990,ko05200,Pathways in cancer
Ghir_D07G012360,ko05200,Pathways in cancer
Ghir_D07G013590,ko05200,Pathways in cancer
Ghir_D07G013840,ko05200,Pathways in cancer
Ghir_D07G019210,ko05200,Pathways in cancer
Ghir_D07G020620,ko05200,Pathways in cancer
Ghir_D07G021980,ko05200,Pathways in cancer
Ghir_D08G001220,ko05200,Pathways in cancer
Ghir_D08G003020,ko05200,Pathways in cancer
Ghir_D08G003190,ko05200,Pathways in cancer
Ghir_D08G003210,ko05200,Pathways in cancer
Ghir_D08G004230,ko05200,Pathways in cancer
Ghir_D08G004390,ko05200,Pathways in cancer
Ghir_D08G004780,ko05200,Pathways in cancer
Ghir_D08G006320,ko05200,Pathways in cancer
Ghir_D08G006960,ko05200,Pathways in cancer
Ghir_D08G007990,ko05200,Pathways in cancer
Ghir_D08G012920,ko05200,Pathways in cancer
Ghir_D08G013170,ko05200,Pathways in cancer
Ghir_D08G013210,ko05200,Pathways in cancer
